order_id,order_date,customer_id,customer_name,product_id,product_names,categories,quantity,price,total
77,2010-10-02,696,Customer_29892,204,Monitor,Electronics,4,11.43,45.72
78,2017-04-07,702,Customer_20274,206,Paper,Stationery,8,82.56,660.48
79,2020-08-06,155,Customer_26915,201,Smartphone,Electronics,6,22.33,133.98
80,2013-03-22,137,Customer_25082,202,Desk,Office,7,39.33,275.31
81,2015-05-09,517,Customer_12507,206,Paper,Stationery,6,66.98,401.88
82,2013-02-22,480,Customer_9396,201,Smartphone,Electronics,6,70.29,421.74
83,2022-11-15,689,Customer_8857,202,Desk,Office,3,22.54,67.62
84,2011-05-12,478,Customer_12461,203,Chair,Office,8,66.07,528.56
85,2013-03-08,590,Customer_14300,201,Smartphone,Electronics,2,47.44,94.88
86,2015-09-29,907,Customer_21009,211,Plastic Cups,Sundry,8,38.08,304.64
87,2010-12-16,308,Customer_13339,203,Chair,Office,5,67.33,336.65
88,2017-09-08,399,Customer_3975,207,Pen,Stationery,2,69.72,139.44
89,2018-03-03,260,Customer_24502,211,Plastic Cups,Sundry,6,53.97,323.82
90,2017-02-10,195,Customer_19448,203,Chair,Office,10,12.64,126.4
91,2010-06-03,921,Customer_6955,209,Coffee Maker,Electronics,7,20.05,140.35
92,2023-06-11,723,Customer_15940,204,Monitor,Electronics,8,72.62,580.96
93,2015-08-19,610,Customer_132,201,Smartphone,Electronics,3,71.78,215.34
94,2015-10-22,817,Customer_288,205,Printer,Electronics,5,60.14,300.7
95,2020-07-23,876,Customer_8967,207,Pen,Stationery,6,39.09,234.54000000000002
96,2010-09-11,315,Customer_3841,204,Monitor,Electronics,9,37.4,336.59999999999997
97,2022-07-03,177,Customer_28007,205,Printer,Electronics,7,16.88,118.16
98,2015-09-10,579,Customer_27726,204,Monitor,Electronics,10,92.23,922.3000000000001
99,2013-07-17,561,Customer_7938,205,Printer,Electronics,4,9.14,36.56
100,2015-03-05,850,Customer_6782,202,Desk,Office,1,22.12,22.12
101,2017-11-16,939,Customer_20659,210,Cabinet,Office,3,6.53,19.59
102,2019-11-22,336,Customer_24823,208,Notebook,Stationery,2,48.87,97.74
103,2023-05-03,463,Customer_2096,207,Pen,Stationery,4,74.97,299.88
104,2014-08-16,759,Customer_10255,205,Printer,Electronics,9,28.95,260.55
105,2014-08-26,265,Customer_14070,206,Paper,Stationery,8,95.96,767.68
106,2017-09-12,677,Customer_19728,210,Cabinet,Office,2,65.86,131.72
107,2021-05-04,852,Customer_4612,208,Notebook,Stationery,3,55.1,165.3
108,2020-02-23,800,Customer_27847,207,Pen,Stationery,7,5.27,36.89
109,2019-02-08,649,Customer_11947,202,Desk,Office,1,79.16,79.16
110,2019-08-21,658,Customer_7089,210,Cabinet,Office,3,58.05,174.14999999999998
111,2014-01-29,178,Customer_14712,208,Notebook,Stationery,2,47.08,94.16
112,2015-12-31,878,Customer_30634,200,Laptop,Electronics,6,24.57,147.42000000000002
113,2013-11-16,837,Customer_15905,205,Printer,Electronics,5,96.16,480.79999999999995
114,2011-09-11,751,Customer_31683,201,Smartphone,Electronics,4,25.86,103.44
115,2012-09-18,843,Customer_12291,209,Coffee Maker,Electronics,10,71.7,717.0
116,2017-01-24,926,Customer_14037,201,Smartphone,Electronics,7,47.42,331.94
117,2014-05-29,850,Customer_23968,205,Printer,Electronics,7,82.51,577.57
118,2013-08-01,371,Customer_30210,211,Plastic Cups,Sundry,9,23.47,211.23
119,2021-12-23,198,Customer_22919,208,Notebook,Stationery,10,46.45,464.5
120,2016-04-07,995,Customer_17655,206,Paper,Stationery,9,96.73,870.57
121,2016-10-24,437,Customer_30117,202,Desk,Office,10,26.01,260.1
122,2011-07-22,656,Customer_25627,200,Laptop,Electronics,3,34.98,104.94
123,2022-08-30,241,Customer_32641,203,Chair,Office,9,92.11,828.99
124,2016-06-02,470,Customer_27656,203,Chair,Office,8,80.89,647.12
125,2015-02-08,972,Customer_8575,201,Smartphone,Electronics,8,49.72,397.76
126,2014-02-11,373,Customer_13887,207,Pen,Stationery,10,57.3,573.0
127,2014-07-24,668,Customer_24657,203,Chair,Office,10,66.75,667.5
128,2012-08-25,679,Customer_32107,200,Laptop,Electronics,7,81.72,572.04
129,2010-06-05,493,Customer_32579,201,Smartphone,Electronics,8,53.64,429.12
130,2016-02-05,374,Customer_23420,203,Chair,Office,3,39.79,119.37
131,2014-12-21,312,Customer_9714,209,Coffee Maker,Electronics,5,81.77,408.84999999999997
132,2017-04-09,448,Customer_4573,208,Notebook,Stationery,4,47.12,188.48
133,2018-01-22,136,Customer_24895,203,Chair,Office,1,59.4,59.4
134,2013-01-09,868,Customer_13475,208,Notebook,Stationery,4,61.03,244.12
135,2022-02-24,286,Customer_9109,205,Printer,Electronics,10,10.31,103.10000000000001
136,2019-04-06,516,Customer_3790,211,Plastic Cups,Sundry,6,56.58,339.48
137,2022-06-16,399,Customer_23839,202,Desk,Office,10,80.32,803.1999999999999
138,2016-09-24,881,Customer_25195,209,Coffee Maker,Electronics,8,66.32,530.56
139,2021-10-06,352,Customer_26365,211,Plastic Cups,Sundry,2,97.79,195.58
140,2021-10-23,869,Customer_14202,209,Coffee Maker,Electronics,7,39.44,276.08
141,2017-11-20,994,Customer_25006,208,Notebook,Stationery,1,57.69,57.69
142,2017-12-18,864,Customer_28084,210,Cabinet,Office,4,67.32,269.28
143,2019-04-11,913,Customer_24640,202,Desk,Office,3,53.9,161.7
144,2018-05-18,281,Customer_1843,211,Plastic Cups,Sundry,6,6.47,38.82
145,2011-11-14,277,Customer_5458,210,Cabinet,Office,9,61.78,556.02
146,2011-05-27,140,Customer_16988,202,Desk,Office,5,4.2,21.0
147,2010-07-08,367,Customer_11718,208,Notebook,Stationery,10,96.34,963.4000000000001
148,2015-08-29,645,Customer_11675,200,Laptop,Electronics,9,47.34,426.06000000000006
149,2021-02-15,603,Customer_12516,208,Notebook,Stationery,5,39.26,196.29999999999998
150,2019-11-02,892,Customer_31349,203,Chair,Office,8,38.99,311.92
151,2023-08-21,888,Customer_4078,203,Chair,Office,3,51.4,154.2
152,2015-04-15,582,Customer_25733,202,Desk,Office,9,68.98,620.82
153,2020-03-11,155,Customer_32623,203,Chair,Office,6,66.37,398.22
154,2018-09-27,542,Customer_14746,211,Plastic Cups,Sundry,3,48.78,146.34
155,2011-07-16,241,Customer_22607,210,Cabinet,Office,8,92.97,743.76
156,2016-02-20,527,Customer_5432,208,Notebook,Stationery,1,23.41,23.41
157,2014-02-08,918,Customer_21206,202,Desk,Office,8,40.42,323.36
158,2017-06-17,183,Customer_25498,204,Monitor,Electronics,4,3.1,12.4
159,2022-08-11,382,Customer_9778,207,Pen,Stationery,2,91.52,183.04
160,2020-12-06,795,Customer_28244,209,Coffee Maker,Electronics,6,89.02,534.12
161,2016-06-04,667,Customer_32280,209,Coffee Maker,Electronics,8,65.14,521.12
162,2013-04-12,368,Customer_4398,200,Laptop,Electronics,2,57.78,115.56
163,2014-12-13,130,Customer_23717,204,Monitor,Electronics,1,94.52,94.52
164,2019-06-16,433,Customer_31356,204,Monitor,Electronics,2,10.31,20.62
165,2019-07-14,151,Customer_1565,202,Desk,Office,1,92.24,92.24
166,2013-03-06,419,Customer_20930,208,Notebook,Stationery,2,34.72,69.44
167,2014-07-04,484,Customer_2259,204,Monitor,Electronics,5,28.28,141.4
168,2020-07-18,595,Customer_19505,207,Pen,Stationery,7,82.38,576.66
169,2019-03-30,891,Customer_18810,210,Cabinet,Office,4,31.07,124.28
170,2019-11-28,189,Customer_24064,202,Desk,Office,5,35.12,175.6
171,2022-08-07,820,Customer_13858,208,Notebook,Stationery,6,54.33,325.98
172,2015-12-31,118,Customer_19030,211,Plastic Cups,Sundry,4,52.7,210.8
173,2013-09-12,104,Customer_11077,210,Cabinet,Office,2,27.7,55.4
174,2014-04-29,645,Customer_24587,210,Cabinet,Office,3,6.99,20.97
175,2010-05-22,486,Customer_15662,205,Printer,Electronics,8,17.27,138.16
176,2019-08-24,410,Customer_17776,201,Smartphone,Electronics,9,70.05,630.4499999999999
177,2011-06-26,867,Customer_25437,208,Notebook,Stationery,7,42.18,295.26
178,2020-04-24,630,Customer_29751,206,Paper,Stationery,3,78.09,234.27
179,2023-02-12,196,Customer_5636,209,Coffee Maker,Electronics,8,16.5,132.0
180,2017-05-14,647,Customer_18945,206,Paper,Stationery,10,99.88,998.8
181,2018-12-27,937,Customer_12160,209,Coffee Maker,Electronics,10,59.19,591.9
182,2017-10-08,937,Customer_6118,204,Monitor,Electronics,9,37.36,336.24
183,2010-01-17,919,Customer_26839,206,Paper,Stationery,9,90.91,818.1899999999999
184,2022-07-18,106,Customer_9200,210,Cabinet,Office,8,6.44,51.52
185,2018-08-06,737,Customer_5403,200,Laptop,Electronics,7,77.0,539.0
186,2014-10-02,141,Customer_21926,206,Paper,Stationery,7,36.34,254.38000000000002
187,2021-02-23,127,Customer_12921,204,Monitor,Electronics,5,4.41,22.05
188,2019-05-11,432,Customer_30358,209,Coffee Maker,Electronics,8,60.41,483.28
189,2022-07-29,128,Customer_31083,201,Smartphone,Electronics,5,40.07,200.35
190,2021-02-25,289,Customer_20464,210,Cabinet,Office,8,72.58,580.64
191,2022-11-24,411,Customer_29629,200,Laptop,Electronics,8,59.51,476.08
192,2014-05-28,157,Customer_10446,209,Coffee Maker,Electronics,6,66.11,396.65999999999997
193,2020-04-10,776,Customer_11684,210,Cabinet,Office,3,85.25,255.75
194,2023-10-08,499,Customer_8291,210,Cabinet,Office,1,67.42,67.42
195,2020-07-31,646,Customer_19159,210,Cabinet,Office,5,36.74,183.70000000000002
196,2018-06-14,474,Customer_24433,201,Smartphone,Electronics,4,93.75,375.0
197,2017-11-06,803,Customer_31928,201,Smartphone,Electronics,4,49.95,199.8
198,2016-03-24,894,Customer_10569,208,Notebook,Stationery,7,42.68,298.76
199,2015-04-02,878,Customer_19952,210,Cabinet,Office,4,11.47,45.88
200,2019-08-14,106,Customer_5442,203,Chair,Office,10,94.94,949.4
201,2020-03-30,434,Customer_14742,206,Paper,Stationery,8,26.59,212.72
202,2023-05-05,885,Customer_7278,208,Notebook,Stationery,4,17.22,68.88
203,2019-06-23,111,Customer_16454,202,Desk,Office,7,39.6,277.2
204,2014-04-28,501,Customer_14209,203,Chair,Office,8,60.74,485.92
205,2016-04-23,915,Customer_17728,205,Printer,Electronics,9,9.1,81.89999999999999
206,2018-11-03,304,Customer_2718,204,Monitor,Electronics,10,95.09,950.9000000000001
207,2015-06-24,153,Customer_32491,203,Chair,Office,10,68.34,683.4000000000001
208,2022-05-28,610,Customer_32561,209,Coffee Maker,Electronics,5,66.47,332.35
209,2016-02-10,547,Customer_12327,209,Coffee Maker,Electronics,1,16.61,16.61
210,2022-05-10,276,Customer_11848,200,Laptop,Electronics,7,4.59,32.129999999999995
211,2020-06-29,660,Customer_7518,208,Notebook,Stationery,5,88.35,441.75
212,2012-12-07,884,Customer_21668,210,Cabinet,Office,6,45.18,271.08
213,2020-04-28,947,Customer_17185,201,Smartphone,Electronics,1,67.0,67.0
214,2015-05-13,297,Customer_19240,205,Printer,Electronics,5,10.75,53.75
215,2015-12-25,350,Customer_13025,202,Desk,Office,3,64.1,192.29999999999998
216,2016-07-20,638,Customer_21868,211,Plastic Cups,Sundry,1,9.39,9.39
217,2017-12-08,652,Customer_19169,206,Paper,Stationery,6,19.8,118.80000000000001
218,2018-11-07,606,Customer_12040,204,Monitor,Electronics,5,20.34,101.7
219,2021-09-05,628,Customer_30573,203,Chair,Office,5,40.68,203.4
220,2021-05-21,644,Customer_26951,203,Chair,Office,5,97.18,485.90000000000003
221,2011-08-18,878,Customer_17499,206,Paper,Stationery,2,94.92,189.84
222,2019-08-27,893,Customer_17564,211,Plastic Cups,Sundry,7,21.76,152.32000000000002
223,2018-09-07,595,Customer_7023,207,Pen,Stationery,8,46.31,370.48
224,2019-04-03,102,Customer_26448,207,Pen,Stationery,3,40.07,120.21000000000001
225,2017-03-08,393,Customer_4777,207,Pen,Stationery,3,54.28,162.84
226,2010-02-21,312,Customer_32618,205,Printer,Electronics,4,8.96,35.84
227,2010-01-02,744,Customer_25141,209,Coffee Maker,Electronics,10,36.35,363.5
228,2019-04-23,192,Customer_23088,201,Smartphone,Electronics,10,49.25,492.5
229,2010-07-19,956,Customer_17128,201,Smartphone,Electronics,8,47.4,379.2
230,2021-03-10,807,Customer_9997,203,Chair,Office,10,26.38,263.8
231,2012-12-19,826,Customer_30957,206,Paper,Stationery,2,47.83,95.66
232,2019-11-07,888,Customer_9364,202,Desk,Office,10,38.99,389.90000000000003
233,2012-08-03,313,Customer_28126,210,Cabinet,Office,1,46.55,46.55
234,2015-04-26,531,Customer_25894,209,Coffee Maker,Electronics,5,97.38,486.9
235,2020-03-01,465,Customer_10164,210,Cabinet,Office,6,85.07,510.41999999999996
236,2011-04-27,699,Customer_25763,201,Smartphone,Electronics,8,26.52,212.16
237,2013-11-19,279,Customer_20217,206,Paper,Stationery,5,64.89,324.45
238,2018-07-26,329,Customer_15689,206,Paper,Stationery,3,69.03,207.09
239,2022-12-29,227,Customer_10145,209,Coffee Maker,Electronics,1,2.88,2.88
240,2016-03-13,460,Customer_3336,202,Desk,Office,8,46.17,369.36
241,2017-04-05,302,Customer_934,207,Pen,Stationery,4,9.03,36.12
242,2015-05-23,668,Customer_31625,201,Smartphone,Electronics,4,10.27,41.08
243,2011-11-29,872,Customer_32141,209,Coffee Maker,Electronics,1,41.88,41.88
244,2020-09-19,590,Customer_6111,209,Coffee Maker,Electronics,8,14.28,114.24
245,2013-11-22,841,Customer_23511,203,Chair,Office,7,18.94,132.58
246,2022-01-10,395,Customer_18279,204,Monitor,Electronics,7,4.43,31.009999999999998
247,2012-08-08,575,Customer_15764,204,Monitor,Electronics,5,15.25,76.25
248,2011-07-10,750,Customer_27495,200,Laptop,Electronics,7,19.04,133.28
249,2015-12-31,705,Customer_13561,206,Paper,Stationery,5,73.93,369.65000000000003
250,2021-01-23,399,Customer_19915,200,Laptop,Electronics,4,29.57,118.28
251,2019-12-01,240,Customer_18803,205,Printer,Electronics,3,96.87,290.61
252,2022-02-16,929,Customer_3374,201,Smartphone,Electronics,1,61.41,61.41
253,2017-02-18,974,Customer_5976,202,Desk,Office,1,34.33,34.33
254,2012-06-17,223,Customer_27573,204,Monitor,Electronics,4,97.15,388.6
255,2011-12-22,142,Customer_26015,206,Paper,Stationery,2,13.52,27.04
256,2019-04-09,533,Customer_27040,207,Pen,Stationery,9,3.11,27.99
257,2010-12-14,462,Customer_22074,202,Desk,Office,5,75.06,375.3
258,2023-12-27,915,Customer_32288,206,Paper,Stationery,6,52.55,315.29999999999995
259,2019-05-17,500,Customer_1535,207,Pen,Stationery,9,73.21,658.89
260,2010-09-20,957,Customer_11294,201,Smartphone,Electronics,9,32.23,290.07
261,2018-06-06,670,Customer_2088,203,Chair,Office,8,43.65,349.2
262,2015-06-04,526,Customer_955,207,Pen,Stationery,5,34.49,172.45000000000002
263,2020-01-12,348,Customer_11185,210,Cabinet,Office,1,88.45,88.45
264,2020-09-10,547,Customer_24088,203,Chair,Office,9,7.4,66.60000000000001
265,2016-11-24,367,Customer_28308,209,Coffee Maker,Electronics,9,79.39,714.51
266,2022-08-27,944,Customer_9743,200,Laptop,Electronics,4,56.24,224.96
267,2018-07-18,242,Customer_24533,211,Plastic Cups,Sundry,3,77.7,233.10000000000002
268,2012-11-13,118,Customer_9258,204,Monitor,Electronics,9,85.71,771.39
269,2016-02-12,667,Customer_3474,204,Monitor,Electronics,9,15.4,138.6
270,2022-06-12,379,Customer_8496,209,Coffee Maker,Electronics,1,57.64,57.64
271,2010-07-26,614,Customer_3147,209,Coffee Maker,Electronics,7,8.4,58.800000000000004
272,2018-07-04,265,Customer_5359,205,Printer,Electronics,4,96.61,386.44
273,2016-06-23,134,Customer_9795,211,Plastic Cups,Sundry,8,54.16,433.28
274,2022-02-11,400,Customer_28893,203,Chair,Office,7,42.94,300.58
275,2015-06-13,932,Customer_13521,208,Notebook,Stationery,10,69.59,695.9000000000001
276,2022-01-31,277,Customer_24685,209,Coffee Maker,Electronics,9,34.86,313.74
277,2019-09-20,323,Customer_21058,202,Desk,Office,6,30.37,182.22
278,2019-02-04,711,Customer_31388,209,Coffee Maker,Electronics,8,55.1,440.8
279,2013-08-20,426,Customer_28708,206,Paper,Stationery,6,77.6,465.59999999999997
280,2018-06-06,808,Customer_7966,205,Printer,Electronics,7,72.47,507.28999999999996
281,2018-07-18,769,Customer_10914,209,Coffee Maker,Electronics,9,71.16,640.4399999999999
282,2013-04-18,951,Customer_1007,204,Monitor,Electronics,10,71.68,716.8000000000001
283,2016-03-24,477,Customer_15878,207,Pen,Stationery,10,10.24,102.4
284,2010-01-12,876,Customer_24041,202,Desk,Office,4,56.98,227.92
285,2016-01-08,864,Customer_13633,201,Smartphone,Electronics,4,22.76,91.04
286,2016-08-11,417,Customer_4152,201,Smartphone,Electronics,6,50.24,301.44
287,2015-02-25,486,Customer_32322,203,Chair,Office,5,43.49,217.45000000000002
288,2011-01-29,673,Customer_5924,205,Printer,Electronics,10,94.96,949.5999999999999
289,2010-06-11,995,Customer_25934,209,Coffee Maker,Electronics,5,28.47,142.35
290,2012-03-03,857,Customer_14384,201,Smartphone,Electronics,10,9.37,93.69999999999999
291,2010-02-02,229,Customer_10971,208,Notebook,Stationery,10,63.65,636.5
292,2021-07-02,832,Customer_13916,205,Printer,Electronics,10,42.93,429.3
293,2016-10-08,573,Customer_21178,202,Desk,Office,7,38.82,271.74
294,2023-03-11,443,Customer_23401,205,Printer,Electronics,10,67.01,670.1
295,2010-04-06,490,Customer_27907,200,Laptop,Electronics,8,91.24,729.92
296,2013-07-25,939,Customer_24048,203,Chair,Office,2,42.2,84.4
297,2014-07-14,648,Customer_14988,208,Notebook,Stationery,4,24.63,98.52
298,2023-08-31,851,Customer_21415,200,Laptop,Electronics,8,31.97,255.76
299,2013-01-19,427,Customer_4369,203,Chair,Office,3,9.2,27.599999999999998
300,2023-03-21,961,Customer_22827,204,Monitor,Electronics,9,33.25,299.25
301,2018-05-31,424,Customer_25464,204,Monitor,Electronics,6,93.25,559.5
302,2010-02-19,606,Customer_1859,205,Printer,Electronics,8,78.33,626.64
303,2013-06-06,959,Customer_23590,207,Pen,Stationery,6,30.61,183.66
304,2020-02-28,693,Customer_5158,208,Notebook,Stationery,1,38.86,38.86
305,2014-04-18,759,Customer_4930,210,Cabinet,Office,3,86.02,258.06
306,2012-07-08,121,Customer_7421,205,Printer,Electronics,3,6.3,18.9
307,2016-10-04,364,Customer_10385,202,Desk,Office,8,25.28,202.24
308,2023-09-29,844,Customer_6285,210,Cabinet,Office,1,56.85,56.85
309,2012-06-07,288,Customer_22441,200,Laptop,Electronics,2,32.47,64.94
310,2014-08-23,865,Customer_18783,210,Cabinet,Office,7,68.1,476.69999999999993
311,2019-12-06,961,Customer_29894,202,Desk,Office,5,6.08,30.4
312,2014-09-22,632,Customer_4856,207,Pen,Stationery,6,4.22,25.32
313,2018-11-19,474,Customer_25883,200,Laptop,Electronics,2,71.19,142.38
314,2018-06-03,248,Customer_12148,201,Smartphone,Electronics,8,83.37,666.96
315,2021-03-22,272,Customer_19140,210,Cabinet,Office,3,63.75,191.25
316,2012-03-04,569,Customer_367,201,Smartphone,Electronics,5,10.35,51.75
317,2013-07-14,466,Customer_5349,201,Smartphone,Electronics,7,61.89,433.23
318,2014-07-18,392,Customer_18972,206,Paper,Stationery,9,84.95,764.5500000000001
319,2016-06-02,787,Customer_20678,204,Monitor,Electronics,8,81.68,653.44
320,2021-05-27,453,Customer_18531,207,Pen,Stationery,7,32.7,228.90000000000003
321,2022-01-13,338,Customer_22972,202,Desk,Office,7,27.66,193.62
322,2015-08-02,968,Customer_15811,202,Desk,Office,1,38.01,38.01
323,2013-03-22,877,Customer_3082,205,Printer,Electronics,4,93.67,374.68
324,2016-07-09,526,Customer_25579,211,Plastic Cups,Sundry,9,78.45,706.0500000000001
325,2023-11-13,632,Customer_9861,207,Pen,Stationery,7,9.69,67.83
326,2016-10-18,911,Customer_17627,204,Monitor,Electronics,7,44.69,312.83
327,2015-08-09,884,Customer_13597,211,Plastic Cups,Sundry,5,47.28,236.4
328,2018-08-22,511,Customer_21862,205,Printer,Electronics,2,20.64,41.28
329,2011-11-21,555,Customer_4864,200,Laptop,Electronics,10,95.59,955.9000000000001
330,2015-08-24,256,Customer_20156,205,Printer,Electronics,4,66.7,266.8
331,2022-04-08,996,Customer_22178,206,Paper,Stationery,10,61.13,611.3000000000001
332,2021-11-17,773,Customer_5607,209,Coffee Maker,Electronics,2,67.14,134.28
333,2011-10-13,283,Customer_1463,211,Plastic Cups,Sundry,7,54.64,382.48
334,2023-09-03,878,Customer_17760,208,Notebook,Stationery,8,54.52,436.16
335,2014-06-24,340,Customer_14016,203,Chair,Office,4,44.11,176.44
336,2013-02-24,544,Customer_22444,201,Smartphone,Electronics,1,69.83,69.83
337,2022-07-07,239,Customer_694,203,Chair,Office,6,55.17,331.02
338,2019-02-20,954,Customer_26161,201,Smartphone,Electronics,9,6.31,56.79
339,2021-01-08,127,Customer_20981,204,Monitor,Electronics,10,94.02,940.1999999999999
340,2013-06-06,926,Customer_22685,200,Laptop,Electronics,2,85.22,170.44
341,2021-04-25,399,Customer_26483,210,Cabinet,Office,8,81.76,654.08
342,2012-03-06,118,Customer_20586,211,Plastic Cups,Sundry,10,83.65,836.5
343,2022-07-26,142,Customer_31682,201,Smartphone,Electronics,4,99.41,397.64
344,2023-05-11,390,Customer_27882,202,Desk,Office,2,35.02,70.04
